Data,N°,Item,Atividade,Realizado,Unidade,Porcentagem,Status,H. Inicio,H. Fim,Total de horas,Comentário,Modelo
"=""02/08/2023""","=""428""","=""""","=""* PIACENTINI:( REVITALIZAÇÃO DO CAMINHO DE ROLAMENTO DA EP-313K-02) 
RI-427- MONTAGEM DE FORMA E FERRAGEM DE VIGA DO CAMINHO DE ROLAMENTO LADO PÁTIO C

* PIACENTINI:( TIE-IN 83/93 )
RI-427- EXECUÇÃO DE ATERRO HIDRÁLICO EM BAIXO DAS CORREIAS DO TIE-IN 83/93
RI-427- PERFURATRIZ AGUARDANDO MANUTENÇÃO.""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção | Robson Mota"""
"=""01/08/2023""","=""395""","=""""","=""PROJETO PORTO NORTE
AMPLIAÇÃO DOS PÁTIOS
TR-3150KP-43
TR-313K-87
PROJETO 240 MTPA

ANÁLISE E VERIFICAÇÃO DE DOCUMENTAÇÃO REFERENTE AO DATABOOK APRESENTADO NO PROJETO DE AMPLIAÇÃO DOS PÁTIOS SUL - BERMA TR-313K-80.
Realizado verificação nos documentos apresentados pela contratada referente aos projetos de ampliação dos pátios sul, berma do TR-313K-80. 

PROCEDIMENTOS VALE

ES-S-401 Montagem Estrutura Metálica 
ES-M-401 Montagem Eletromecânica 
PR-E-255 Inspeção Estruturas Metálicas 
ES-T-401 Montagem Tubulações 
EG-M-402 Tratamento Superfície Pintura Proteção Acabamento 
PR-C-013 Preservação de Materiais Projetos""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção | Allyson Peixoto"""
"=""01/08/2023""","=""356""","=""""","=""PROGRAMAÇÃO PARA O DIA 31/07/2023, SEGUNDA-FEIRA .

EMPRESA: Ômega Service / MCA

OBRA: LV - Sistema de Proteção de Combate ao Incêndio - SPCI.

ATIVIDADE: Levantamento dimensional (topográfico) para estudo de fechamento das linhas de diâmetro de 6"" referente as estações de Sprinklers -
325K-07 e 325K-09 no PIER III LAJE DE FINOS.- Sistema de Proteção de Combate ao Incêndio - SPCI. ✅""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Abel Cavalcanti Jr."""
"=""01/08/2023""","=""356""","=""""","=""PROGRAMAÇÃO PARA O DIA 01/08/2023, TERÇA-FEIRA .

OBRA: LV - Sistema de Proteção de Combate ao Incêndio - SPCI.

ATIVIDADE: Levantamento dimensional (topográfico) para estudo de fechamento das linhas de diâmetro de 6"" referente as estações de Sprinklers -
325K-07 e 325K-09 no PIER III LAJE DE FINOS.- Sistema de Proteção de Combate ao Incêndio - SPCI. ✅""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Abel Cavalcanti Jr."""
"=""01/08/2023""","=""356""","=""""","=""PROGRAMAÇÃO PARA O DIA 02/07/2023, QUARTA-FEIRA .

EMPRESA: Enesa Engenharia

OBRA: Programa 240 MTPA

ATIVIDADE: Verificação topográfica do relatório emitido N°ANE-TR44-008 e N°ANE-TR45-009. 

Alinhamento e nivelamento de equipamentos:
- Transportadores móveis TR-315K-44/45

""Nivelamento dos eixos motrizes dos acionamentos dos alimentadores AL-3150KP-01/TR-315K-44 e AL-3150KP-02/TR-315K-45""""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Abel Cavalcanti Jr."""
"=""01/08/2023""","=""356""","=""""","=""PROGRAMAÇÃO PARA O DIA 03/08/2023, QUINTA-FEIRA .

EMPRESA: Piacentini

OBRA: Revitalização do Caminho de Rolamento da EP-02

ATIVIDADE: Acompanhamento junto a equipe topografia da Piacentini e verificação Ductor dos chumbadores das placas de apoio do caminho de rolamento Pátios ""B"" e ""C"".""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Abel Cavalcanti Jr."""
"=""01/08/2023""","=""356""","=""""","=""PROGRAMAÇÃO PARA O DIA 04/08/2023, SEXTA-FEIRA .

EMPRESA: Piacentini

OBRA: Revitalização do Caminho de Rolamento da EP-02

ATIVIDADE: Processamento de dados para emissão do relatório topográfico referente ao levantamento de dados dos chumbadores realizado no dia 03/08/2023.""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Abel Cavalcanti Jr."""
"=""01/08/2023""","=""68""","=""""","=""PROJETO 240 MTPA
CT-SI-3150KP-01
ENESA

INSPEÇÃO DE ÁREA SILO CT 3150 KP 01
Controle de torqueamento.
Montagem de estruturas.
Controle de serviços em soldagem.


PROCEDIMENTOS VALE:

ES-S-401 Montagem Estrutura Metálica 
PNR 000048 Integridade Estrutural - Estruturas de Aço
ES-M-401 Montagem Eletromecânica 
PR-E-255 Inspeção Estruturas Metálicas 
ES-T-401 Montagem Tubulações 
EG-M-402 Tratamento Superfície Pintura Proteção Acabamento 
PR-C-013 Preservação de Materiais Projetos""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Clodomir Paixão Junior"""
"=""01/08/2023""","=""19""","=""""","=""PROJETO PORTO NORTE - S11D""","=""""","=""""","=""""","=""Iniciada""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Raimundo Gonçalves"""
"=""01/08/2023""","=""19""","=""""","=""1 - Inspeção na RP-313KP-09.""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Raimundo Gonçalves"""
"=""01/08/2023""","=""19""","=""""","=""2 - Inspeção no TR313KP-91.""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Raimundo Gonçalves"""
"=""01/08/2023""","=""19""","=""""","=""3 - Inspeção no CT-3150KP-01.""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Raimundo Gonçalves"""
"=""01/08/2023""","=""19""","=""""","=""PROCEDIMENTOS UTILIZADOS: 
- NBR 5410/2004 Instalações elétricas de baixa tensão 
- NBR 14039 Instalações elétricas de média tensão 
- NR 10/2008 Segurança em Instalações e Serviços em Eletricidade 
- NBR 7310 Armazenamento, transporte e utilização de bobinas com fios, cabos ou cordoalhas de aço 
- NBR 5419 Proteção contra descargas atmosféricas - parte 3: danos físicos a estruturas e perigos a vida 
- ES-M-401_Montagem_Eletromecanica_Rev_5 
- EG-M-402_Tratam_Superf_Pintura_Protecao_Acabamento_Rev_15 
- PR-G-363_Elaboracao_Data_Book_Rev_3 
- ES-G-402_Inspecao_Rev_5 
- CP-E-501_Eletrica_Rev_14""","=""""","=""""","=""""","=""Iniciada""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Raimundo Gonçalves"""
"=""01/08/2023""","=""427""","=""""","=""* PIACENTINI:( REVITALIZAÇÃO DO CAMINHO DE ROLAMENTO DA EP-313K-02) 
RI-427- MONTAGEM DE FORMA E FERRAGEM DE VIGA DO CAMINHO DE ROLAMENTO LADO PÁTIO C

* PIACENTINI:( TIE-IN 83/93 )
RI-427- EXECUÇÃO DE ATERRO HIDRÁLICO EM BAIXO DAS CORREIAS DO TIE-IN 83/93
RI-427- PERFURATRIZ AGUARDANDO MANUTENÇÃO.""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção | Robson Mota"""
"=""01/08/2023""","=""59""","=""""","=""01 - Acompanhamento do Dashboard para de entrega da Programação Diária, LVs e ROS""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Ricardo Prazeres"""
"=""01/08/2023""","=""59""","=""""","=""02 - Controle de Horas Extras""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Ricardo Prazeres"""
"=""01/08/2023""","=""59""","=""""","=""03 - ANÁLISE DE DATABOOK - SANCHES TRIPOLONE - TR 81""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Ricardo Prazeres"""
"=""31/07/2023""","=""355""","=""""","=""PROGRAMAÇÃO PARA O DIA 31/07/2023, SEGUNDA-FEIRA .

EMPRESA: Ômega Service / MCA

OBRA: LV - Sistema de Proteção de Combate ao Incêndio - SPCI.

ATIVIDADE: Levantamento dimensional (topográfico) para estudo de fechamento das linhas de diâmetro de 6"" referente as estações de Sprinklers -
325K-07 e 325K-09 no PIER III LAJE DE FINOS.- Sistema de Proteção de Combate ao Incêndio - SPCI. ✅""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Abel Cavalcanti Jr."""
"=""31/07/2023""","=""355""","=""""","=""PROGRAMAÇÃO PARA O DIA 01/08/2023, TERÇA-FEIRA .

OBRA: LV - Sistema de Proteção de Combate ao Incêndio - SPCI.

ATIVIDADE: Levantamento dimensional (topográfico) para estudo de fechamento das linhas de diâmetro de 6"" referente as estações de Sprinklers -
325K-07 e 325K-09 no PIER III LAJE DE FINOS.- Sistema de Proteção de Combate ao Incêndio - SPCI.""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Abel Cavalcanti Jr."""
"=""31/07/2023""","=""355""","=""""","=""PROGRAMAÇÃO PARA O DIA 02/07/2023, QUARTA-FEIRA .

EMPRESA: Enesa Engenharia

OBRA: Programa 240 MTPA

ATIVIDADE: Verificação topográfica do relatório emitido N°ANE-TR44-008 e N°ANE-TR45-009. 

Alinhamento e nivelamento de equipamentos:
- Transportadores móveis TR-315K-44/45

""Nivelamento dos eixos motrizes dos acionamentos dos alimentadores AL-3150KP-01/TR-315K-44 e AL-3150KP-02/TR-315K-45""""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Abel Cavalcanti Jr."""
"=""31/07/2023""","=""355""","=""""","=""PROGRAMAÇÃO PARA O DIA 03/08/2023, QUINTA-FEIRA .

EMPRESA: Piacentini

OBRA: Revitalização do Caminho de Rolamento da EP-02

ATIVIDADE: Acompanhamento junto a equipe topografia da Piacentini e verificação Ductor dos chumbadores das placas de apoio do caminho de rolamento Pátios ""B"" e ""C"".""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Abel Cavalcanti Jr."""
"=""31/07/2023""","=""355""","=""""","=""PROGRAMAÇÃO PARA O DIA 04/08/2023, SEXTA-FEIRA .

EMPRESA: Piacentini

OBRA: Revitalização do Caminho de Rolamento da EP-02

ATIVIDADE: Processamento de dados para emissão do relatório topográfico referente ao levantamento de dados dos chumbadores realizado no dia 03/08/2023.""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Abel Cavalcanti Jr."""
"=""31/07/2023""","=""406""","=""""","=""PORTO NORTE
EMPRESAS: ENESA 
AMPLIAÇÃO DOS PATIOS
TR-313K-43 TRANSPORTADOR
TR-313K-87 TRANSPORTADOR
TR-313K-91 TRANSPORTADOR
CT-215 CASA DE TRANSFERÊNCIA


*INSPEÇÃO QUALIDADE

- Montagem das estruturas do TR-43
- Montagem das estruturas do TR 88 /89

* SERVIÇOS PREVISTOS 01/08/2023

- Montagem das estruturas do TR-43
- Montagem estrutura metálica CT215
- Montagem das estruturas do TR 87""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção | Murillo Souza"""
"=""31/07/2023""","=""406""","=""""","=""Procedimentos VALE Acompanhados:
PNR-00024
EG-M-402 - Tratamento Superfície-Pintura-Proteção-Acabamento rev.15
ES-S-401 - Montagem-Estrutura Metálica rev.8
ES-M-401 Montagem- Eletromecânica rev.5
PR-E-255 Inspeção - Estruturas Metálicas rev.3
ES-T-401_Montagem_Tubulacoes_Rev_5""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção | Murillo Souza"""
"=""31/07/2023""","=""67""","=""""","=""PROJETO 240 MTPA
CT-SI-3150KP-01
ENESA

INSPEÇÃO DE ÁREA SILO CT 3150 KP 01
Controle de torqueamento.
Montagem de estruturas.
Controle de serviços em soldagem.


PROCEDIMENTOS VALE:

ES-S-401 Montagem Estrutura Metálica 
PNR 000048 Integridade Estrutural - Estruturas de Aço
ES-M-401 Montagem Eletromecânica 
PR-E-255 Inspeção Estruturas Metálicas 
ES-T-401 Montagem Tubulações 
EG-M-402 Tratamento Superfície Pintura Proteção Acabamento 
PR-C-013 Preservação de Materiais Projetos""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Clodomir Paixão Junior"""
"=""31/07/2023""","=""394""","=""""","=""PROJETO PORTO NORTE
AMPLIAÇÃO DOS PÁTIOS
TR-3150KP-43
TR-313K-87
PROJETO 240 MTPA

ANÁLISE E VERIFICAÇÃO DE DOCUMENTAÇÃO REFERENTE AO DATABOOK APRESENTADO NO PROJETO DE AMPLIAÇÃO DOS PÁTIOS SUL - BERMA TR-313K-80.
Realizado verificação nos documentos apresentados pela contratada referente aos projetos de ampliação dos pátios sul, berma do TR-313K-80. 

ACOMPANHAMENTO NO PROCESSO DE VERIFICAÇÃO DO SISTEMA DE GESTÃO DA QUALIDADE IMPLANTADO NA OBRA NO PROJETO 240 MTPA. 
Realizado acompanhamento na verificação da gestão da qualidade na empresa Enesa Engenharia para atendimento aos requisitos do projeto, procedimentos e normas.

LISTA DE VERIFICAÇÃO REFERENTE AOS DOCUMENTOS DE PROJETOS NO 240 MTPA.
Realizado aplicação de lista de verificação nos projetos utilizados nas frentes de serviço da ENESA no projeto 240 MTPA na montagem da casa de transferência TR-313K-87.

PROCEDIMENTOS VALE

ES-S-401 Montagem Estrutura Metálica 
ES-M-401 Montagem Eletromecânica 
PR-E-255 Inspeção Estruturas Metálicas 
ES-T-401 Montagem Tubulações 
EG-M-402 Tratamento Superfície Pintura Proteção Acabamento 
PR-C-013 Preservação de Materiais Projetos""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção | Allyson Peixoto"""
"=""31/07/2023""","=""138""","=""""","=""PROJETO PORTO NORTE - S11D""","=""""","=""""","=""""","=""Iniciada""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção | Frank Viana"""
"=""31/07/2023""","=""138""","=""""","=""1-Inspeção em teste de resistência de isolamento
2- Ligação de cabos""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção | Frank Viana"""
"=""31/07/2023""","=""138""","=""""","=""PROCEDIMENTOS UTILIZADOS:

- NBR 5410/2004 Instalações elétricas de baixa tensão 
-  NBR 14039 Instalações elétricas de média tensão
- NR 10/2008 Segurança em Instalações e Serviços em Eletricidade
- NBR 7310 Armazenamento, transporte e utilização de bobinas com fios, cabos ou cordoalhas de aço
-NBR 5419 Proteção contra descargas atmosféricas - parte 3: danos físicos a estruturas e perigos a vida
- ES-M-401_Montagem_Eletromecanica_Rev_5
- EG-M-402_Tratam_Superf_Pintura_Protecao_Acabamento_Rev_15
- PR-G-363_Elaboracao_Data_Book_Rev_3
- ES-G-402_Inspecao_Rev_5
- CP-E-501_Eletrica_Rev_14""","=""""","=""""","=""""","=""Iniciada""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção | Frank Viana"""
"=""31/07/2023""","=""18""","=""""","=""PROJETO PORTO NORTE - S11D""","=""""","=""""","=""""","=""Iniciada""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Raimundo Gonçalves"""
"=""31/07/2023""","=""18""","=""""","=""1 - Inspeção na RP-313KP-09 e TR313KP-91.""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Raimundo Gonçalves"""
"=""31/07/2023""","=""18""","=""""","=""PROCEDIMENTOS UTILIZADOS: 
- NBR 5410/2004 Instalações elétricas de baixa tensão 
- NBR 14039 Instalações elétricas de média tensão 
- NR 10/2008 Segurança em Instalações e Serviços em Eletricidade 
- NBR 7310 Armazenamento, transporte e utilização de bobinas com fios, cabos ou cordoalhas de aço 
- NBR 5419 Proteção contra descargas atmosféricas - parte 3: danos físicos a estruturas e perigos a vida 
- ES-M-401_Montagem_Eletromecanica_Rev_5 
- EG-M-402_Tratam_Superf_Pintura_Protecao_Acabamento_Rev_15 
- PR-G-363_Elaboracao_Data_Book_Rev_3 
- ES-G-402_Inspecao_Rev_5 
- CP-E-501_Eletrica_Rev_14""","=""""","=""""","=""""","=""Iniciada""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Raimundo Gonçalves"""
"=""31/07/2023""","=""426""","=""""","=""* PIACENTINI:( REVITALIZAÇÃO DO CAMINHO DE ROLAMENTO DA EP-313K-02) 
RI-426- MONTAGEM DE FERRAGEM DE VIGA DO CAMINHO DE ROLAMENTO LADO PÁTIO C
RI-426- APLICAÇÃO DE GROUTE NA FIXAÇÃO DE CHAPAS DE TRILHOS LADO PÁTIO B
RI-426- CAMINHADA PARA ENTREGA DO TRECHO DO CAMINHO DE ROLAMENTO DA EP-313K-02""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção | Robson Mota"""
"=""31/07/2023""","=""58""","=""""","=""01 - Acompanhamento do Dashboard para de entrega da Programação Diária, LVs e ROS""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Ricardo Prazeres"""
"=""31/07/2023""","=""58""","=""""","=""02 - Controle de Horas Extras""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Ricardo Prazeres"""
"=""31/07/2023""","=""58""","=""""","=""03 - ANÁLISE DE DATABOOK - SANCHES TRIPOLONE - TR 81""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Ricardo Prazeres"""
"=""30/07/2023""","=""405""","=""""","=""PORTO NORTE
EMPRESAS: ENESA 
AMPLIAÇÃO DOS PATIOS
TR-313K-43 TRANSPORTADOR
TR-313K-87 TRANSPORTADOR
TR-313K-91 TRANSPORTADOR
CT-215 CASA DE TRANSFERÊNCIA


*INSPEÇÃO QUALIDADE

- Montagem das estruturas do TR-43
- Montagem das estruturas do TR 88 /89

* SERVIÇOS PREVISTOS 31/07/2023

- Montagem das estruturas do TR-43
- Montagem estrutura metálica CT215
- Montagem das estruturas do TR 87""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção | Murillo Souza"""
"=""30/07/2023""","=""405""","=""""","=""Procedimentos VALE Acompanhados:
PNR-00024
EG-M-402 - Tratamento Superfície-Pintura-Proteção-Acabamento rev.15
ES-S-401 - Montagem-Estrutura Metálica rev.8
ES-M-401 Montagem- Eletromecânica rev.5
PR-E-255 Inspeção - Estruturas Metálicas rev.3
ES-T-401_Montagem_Tubulacoes_Rev_5""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção | Murillo Souza"""
"=""29/07/2023""","=""354""","=""""","=""PROGRAMAÇÃO PARA O DIA 24/07/2023, SEGUNDA-FEIRA .

EMPRESA: Projeta Engenharia

LOCAL: Prédio Administrativo - Tupi

ATIVIDADE: Acompanhamento junto à equipe de topografia da Projeta no cadastro planialtimétrico do prédio administrativo (Tupi). Coleta de dados para revisão de projeto de drenagem e cobertura. Solicitação da engenharia Vale. Auxílio no processamento de dados para entrega do relatório à engenharia. ✅""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Abel Cavalcanti Jr."""
"=""29/07/2023""","=""354""","=""""","=""PROGRAMAÇÃO PARA O DIA 25/07/2023, TERÇA-FEIRA .

EMPRESA: Piacentini

OBRA: Revitalização do Caminho de Rolamento da EP-02

ATIVIDADE: Levantamento topográfico para elaboração do relatório de alinhamento e nivelamento do caminho de rolamento. Trilhos C/D. EP-02. Trecho para liberação do translado da máquina EP-02 entre as balizas 33 à 44. ✅""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Abel Cavalcanti Jr."""
"=""29/07/2023""","=""354""","=""""","=""PROGRAMAÇÃO PARA O DIA 26/07/2023, QUARTA-FEIRA .

EMPRESA: Piacentini

OBRA: Revitalização do Caminho de Rolamento da EP-02

ATIVIDADE: Processamento de dados do levantamento topográfico de alinhamento e nivelamento do caminho de rolamento. Trilhos C/D. EP-02. ✅""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Abel Cavalcanti Jr."""
"=""29/07/2023""","=""354""","=""""","=""PROGRAMAÇÃO PARA O DIA 27/07/2023, QUINTA-FEIRA .

EMPRESA: Piacentini

OBRA: Revitalização do Caminho de Rolamento da EP-02

ATIVIDADE: Levantamento topográfico para elaboração do relatório de alinhamento e nivelamento do caminho de rolamento. Trilhos A/B. Trecho para liberação do translado da máquina EP-02 entre as balizas 33 à 44. ✅""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Abel Cavalcanti Jr."""
"=""29/07/2023""","=""354""","=""""","=""PROGRAMAÇÃO PARA O DIA 28/07/2023, SEXTA-FEIRA .

EMPRESA: Ômega Service / MCA

OBRA: LV - Sistema de Proteção de Combate ao Incêndio - SPCI.

ATIVIDADE: Levantamento dimensional (topográfico) para estudo de fechamento das linhas de diâmetro de 6"" referente as estações de Sprinklers -
325K-17 e 325K-09 no PIER III LAJE DE FINOS.- Sistema de Proteção de Combate ao Incêndio - SPCI. ✅""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Abel Cavalcanti Jr."""
"=""29/07/2023""","=""407""","=""""","=""01- ANALISE DE DATA BOOK - MI FIRE""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção | Cosmilene Costa"""
"=""29/07/2023""","=""57""","=""""","=""01 - Acompanhamento do Dashboard para de entrega da Programação Diária, LVs e ROS""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Ricardo Prazeres"""
"=""29/07/2023""","=""57""","=""""","=""02 - Controle de Horas Extras""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Ricardo Prazeres"""
"=""29/07/2023""","=""57""","=""""","=""03 - ANÁLISE DE DATABOOK - SANCHES TRIPOLONE - TR 81""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Ricardo Prazeres"""
"=""29/07/2023""","=""425""","=""""","=""* PIACENTINI:( REVITALIZAÇÃO DO CAMINHO DE ROLAMENTO DA EP-313K-02) 
RI-425- MONTAGEM DE FORMA E FERRAGEM DE VIGA DO CAMINHO DE ROLAMENTO LADO PÁTIO B
RI-425- APLICAÇÃO DE GROUTE NA FIXAÇÃO DE CHAPAS DE TRILHOS LADO PÁTIO B

* PIACENTINI:( TIE-IN- 83/93 )
RI-425- PERFURAÇÃO E CONCRETAGEM DE ESTACAS HÉLICE CONTÍNUA LADO C/D. CANCELADO DEVIDO A AVARIA DA PERFURATRIZ""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção | Robson Mota"""
"=""28/07/2023""","=""353""","=""""","=""PROGRAMAÇÃO PARA O DIA 24/07/2023, SEGUNDA-FEIRA .

EMPRESA: Projeta Engenharia

LOCAL: Prédio Administrativo - Tupi

ATIVIDADE: Acompanhamento junto à equipe de topografia da Projeta no cadastro planialtimétrico do prédio administrativo (Tupi). Coleta de dados para revisão de projeto de drenagem e cobertura. Solicitação da engenharia Vale. Auxílio no processamento de dados para entrega do relatório à engenharia. ✅""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Abel Cavalcanti Jr."""
"=""28/07/2023""","=""353""","=""""","=""PROGRAMAÇÃO PARA O DIA 25/07/2023, TERÇA-FEIRA .

EMPRESA: Piacentini

OBRA: Revitalização do Caminho de Rolamento da EP-02

ATIVIDADE: Levantamento topográfico para elaboração do relatório de alinhamento e nivelamento do caminho de rolamento. Trilhos C/D. EP-02. Trecho para liberação do translado da máquina EP-02 entre as balizas 33 à 44. ✅""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Abel Cavalcanti Jr."""
"=""28/07/2023""","=""353""","=""""","=""PROGRAMAÇÃO PARA O DIA 26/07/2023, QUARTA-FEIRA .

EMPRESA: Piacentini

OBRA: Revitalização do Caminho de Rolamento da EP-02

ATIVIDADE: Processamento de dados do levantamento topográfico de alinhamento e nivelamento do caminho de rolamento. Trilhos C/D. EP-02. ✅""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Abel Cavalcanti Jr."""
"=""28/07/2023""","=""353""","=""""","=""PROGRAMAÇÃO PARA O DIA 27/07/2023, QUINTA-FEIRA .

EMPRESA: Piacentini

OBRA: Revitalização do Caminho de Rolamento da EP-02

ATIVIDADE: Levantamento topográfico para elaboração do relatório de alinhamento e nivelamento do caminho de rolamento. Trilhos A/B. Trecho para liberação do translado da máquina EP-02 entre as balizas 33 à 44. ✅""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Abel Cavalcanti Jr."""
"=""28/07/2023""","=""353""","=""""","=""PROGRAMAÇÃO PARA O DIA 28/07/2023, SEXTA-FEIRA .

EMPRESA: Ômega Service / MCA

OBRA: LV - Sistema de Proteção de Combate ao Incêndio - SPCI.

ATIVIDADE: Levantamento dimensional (topográfico) para estudo de fechamento das linhas de diâmetro de 6"" referente as estações de Sprinklers -
325K-17 e 325K-09 no PIER III LAJE DE FINOS.- Sistema de Proteção de Combate ao Incêndio - SPCI. ✅""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção I Abel Cavalcanti Jr."""
"=""28/07/2023""","=""137""","=""""","=""PROJETO PORTO NORTE - S11D""","=""""","=""""","=""""","=""Iniciada""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção | Frank Viana"""
"=""28/07/2023""","=""137""","=""""","=""1-Inspeção em teste de resistência de isolamento
2- Aplicação de lista de verificação""","=""""","=""""","=""""","=""Em andamento""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção | Frank Viana"""
"=""28/07/2023""","=""137""","=""""","=""PROCEDIMENTOS UTILIZADOS:

- NBR 5410/2004 Instalações elétricas de baixa tensão 
-  NBR 14039 Instalações elétricas de média tensão
- NR 10/2008 Segurança em Instalações e Serviços em Eletricidade
- NBR 7310 Armazenamento, transporte e utilização de bobinas com fios, cabos ou cordoalhas de aço
-NBR 5419 Proteção contra descargas atmosféricas - parte 3: danos físicos a estruturas e perigos a vida
- ES-M-401_Montagem_Eletromecanica_Rev_5
- EG-M-402_Tratam_Superf_Pintura_Protecao_Acabamento_Rev_15
- PR-G-363_Elaboracao_Data_Book_Rev_3
- ES-G-402_Inspecao_Rev_5
- CP-E-501_Eletrica_Rev_14""","=""""","=""""","=""""","=""Iniciada""","=""""","=""""","=""""","=""""","=""Report Diário de Inspeção | Frank Viana"""
